pathway	pval	padj	ES	NES	collection	label	dataset	contrast	tissue	sex
HALLMARK_BILE_ACID_METABOLISM	0.0121751145418483	0.0608755727092417	-0.317203571724838	-1.41238974516976	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.295986622073579	0.435274444225851	0.278172945344125	1.08890210154138	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_COAGULATION	0.0720858895705521	0.156708455588157	0.303762790733866	1.30398295581456	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_COMPLEMENT	0.0188192812617525	0.0829922533741617	-0.278278545429321	-1.33310374583212	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_DNA_REPAIR	0.987577639751553	0.99673735725938	0.156733739407554	0.691631847657718	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_E2F_TARGETS	0.388888888888889	0.498575498575499	0.229823106912846	1.03438665178482	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.000349292327074332	0.00330685229892331	0.364692480429824	1.6244011400606	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.327666151468315	0.455091877039327	0.238247906382428	1.06171839817488	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_ESTROGEN_RESPONSE_LATE	0.66973886328725	0.761066890099148	0.206403583725859	0.916330383402006	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_FATTY_ACID_METABOLISM	2.59617817015611e-06	3.24522271269514e-05	-0.409377056920361	-1.90811553324219	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_G2M_CHECKPOINT	0.985754985754986	0.99673735725938	-0.164036835453264	-0.787163833551556	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_GLYCOLYSIS	0.462132921174652	0.577666151468315	0.225177819672481	1.00602840899188	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_HEDGEHOG_SIGNALING	0.021577985877282	0.0829922533741617	0.470585994044944	1.51125105310568	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_HEME_METABOLISM	0.0657492354740061	0.156545798747634	0.282107132814243	1.26283957084563	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_HYPOXIA	7.61128365074625e-09	1.26854727512438e-07	0.463308361725587	2.07979508374056	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_IL2_STAT5_SIGNALING	0.188271604938272	0.336199294532628	0.252087830993667	1.13296939300278	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.00193805009945367	0.0121128131215854	-0.400636137029838	-1.68691090114108	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_INFLAMMATORY_RESPONSE	0.144475920679887	0.277838308999782	-0.245645988108065	-1.15841131815417	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_INTERFERON_ALPHA_RESPONSE	2.2277209576511e-17	5.56930239412775e-16	-0.657623781448356	-2.87748650203792	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_INTERFERON_GAMMA_RESPONSE	1.13138535695837e-18	5.65692678479185e-17	-0.542885846831945	-2.63038520921581	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_KRAS_SIGNALING_DN	0.270935960591133	0.435274444225851	0.27472635349654	1.11631241700436	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_KRAS_SIGNALING_UP	0.0540958268933539	0.141215424321136	0.288893238900207	1.29069020173484	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_MITOTIC_SPINDLE	0.0975609756097561	0.203252032520325	0.269021649719792	1.21757844672681	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_MTORC1_SIGNALING	0.654798761609907	0.761066890099148	0.204698198150188	0.92652716086873	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_MYC_TARGETS_V1	0.0399385560675883	0.133128520225294	0.293159585055525	1.32929147398348	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_MYC_TARGETS_V2	0.000396822275870797	0.00330685229892331	0.498108453124757	1.84249752568516	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_MYOGENESIS	0.326594090202177	0.455091877039327	0.238734835154087	1.06147689575816	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_NOTCH_SIGNALING	0.940229885057471	0.99673735725938	-0.188614975493495	-0.659279112521178	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.34593023255814	0.467473287240729	-0.213515750109434	-1.03033707340843	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_P53_PATHWAY	0.0564861697284544	0.141215424321136	-0.265204536451636	-1.27768821562647	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_PANCREAS_BETA_CELLS	0.645454545454546	0.761066890099148	0.30738852231832	0.869959586874159	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_PEROXISOME	0.0386389729867359	0.133128520225294	-0.316386492193769	-1.36902947087245	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.96474358974359	0.99673735725938	0.169823479683472	0.700595942123634	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_PROTEIN_SECRETION	0.99673735725938	0.99673735725938	0.14596826665007	0.59437179953179	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.0706444541967326	0.156708455588157	-0.361610726772248	-1.38560878427721	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_SPERMATOGENESIS	0.178875638841567	0.331251183039939	0.314191786036024	1.19528399936856	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_TGF_BETA_SIGNALING	0.376712328767123	0.495674116798846	0.287642799288457	1.04306309669765	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.0207461585735831	0.0829922533741617	-0.271144576179625	-1.30204090386747	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.010076243834799	0.0559791324155503	0.35146654544843	1.47462016307025	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_UV_RESPONSE_DN	0.279434850863422	0.435274444225851	0.249855955408239	1.08308978467224	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_UV_RESPONSE_UP	0.245669291338583	0.423567743687212	0.255472859398821	1.10402739438111	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.294532627865961	0.435274444225851	0.329570425824931	1.11149981143329	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_XENOBIOTIC_METABOLISM	0.0503048780487805	0.141215424321136	0.284579026250712	1.29036839359015	Hallmark	GXL_C1_Liver_female	GXL	C1	Liver	female
HALLMARK_ADIPOGENESIS	0.054739652870494	0.152054591306928	0.276178454316673	1.29268791596992	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_ALLOGRAFT_REJECTION	0.00574003317230436	0.0191334439076812	-0.277346222982019	-1.40085196779999	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_ANDROGEN_RESPONSE	0.0702781844802343	0.173510699826489	0.311507026014496	1.32583127135282	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_ANGIOGENESIS	0.873333333333333	0.891156462585034	0.218705399839721	0.71210056426719	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_APICAL_JUNCTION	0.00466002346376103	0.0191334439076812	-0.282972630768287	-1.42559480616392	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_APICAL_SURFACE	0.0970149253731343	0.199233716475096	-0.363947901680128	-1.37536848819676	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_APOPTOSIS	0.985454545454545	0.985454545454545	-0.144208777125054	-0.723725804821123	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_BILE_ACID_METABOLISM	0.223032069970845	0.371720116618076	0.26239000203666	1.12845073677015	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.582018927444795	0.67676619470325	0.230469247438766	0.939159303590421	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_COAGULATION	0.428571428571429	0.56390977443609	-0.20694755501206	-0.998802134122606	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_COMPLEMENT	0.0135405093590385	0.0423140917469952	-0.265244015465105	-1.34973345422828	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_DNA_REPAIR	8.97528787654484e-05	0.000747940656378736	0.39713805426559	1.8035602358395	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_E2F_TARGETS	0.849006622516556	0.884381898454746	0.176849136285257	0.827289296680172	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.156862745098039	0.282118055555556	-0.224980746256315	-1.13574269508001	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.19921875	0.343480603448276	-0.220505153945786	-1.11506965167606	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_ESTROGEN_RESPONSE_LATE	0.535859269282815	0.63792770152716	0.21091243919811	0.962069757856962	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_FATTY_ACID_METABOLISM	0.13179347826087	0.253448996655518	0.26824033619331	1.21653629942189	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_G2M_CHECKPOINT	0.834677419354839	0.884381898454746	-0.171620046107279	-0.870460200251963	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_GLYCOLYSIS	0.0728744939271255	0.173510699826489	0.278210779773162	1.2868307227457	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_HEDGEHOG_SIGNALING	0.364556962025316	0.506329113924051	-0.295938691454362	-1.05507747787353	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_HEME_METABOLISM	0.238159675236807	0.382905138339921	0.241540241464725	1.11623184482253	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_HYPOXIA	0.0805369127516778	0.175080245112343	0.274451122249324	1.27332707393858	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_IL2_STAT5_SIGNALING	0.245059288537549	0.382905138339921	-0.212471408490849	-1.08119222823645	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.00112776970158424	0.00626538723102358	-0.376838162255854	-1.69644807748085	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_INFLAMMATORY_RESPONSE	8.05339187874513e-05	0.000747940656378736	-0.339963363292102	-1.71036346368099	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_INTERFERON_ALPHA_RESPONSE	3.88515825399916e-11	6.47526375666526e-10	-0.541992961279895	-2.51078117737678	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_INTERFERON_GAMMA_RESPONSE	7.9430082533778e-17	3.9715041266889e-15	-0.495753024531888	-2.57528652232672	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_KRAS_SIGNALING_DN	0.263473053892216	0.399201596806387	-0.235910210172806	-1.0828878876132	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_KRAS_SIGNALING_UP	0.0996168582375479	0.199233716475096	-0.234716066455959	-1.19231386643249	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_MITOTIC_SPINDLE	0.000727532978588211	0.00519666413277293	-0.294081911315799	-1.51678307764768	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_MTORC1_SIGNALING	0.0056451936465582	0.0191334439076812	0.311185209643652	1.46070146370469	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_MYC_TARGETS_V1	4.97818427641331e-14	1.24454606910333e-12	0.499616498621992	2.34659186633143	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_MYC_TARGETS_V2	0.00378570161310531	0.0172077346050241	0.448276197681843	1.74917326015126	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_MYOGENESIS	0.78763440860215	0.857266874050496	0.186139832493131	0.857317179741871	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_NOTCH_SIGNALING	0.62751677852349	0.713087248322148	0.263342968990133	0.893378460571708	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.08885659101478e-08	1.36107073876847e-07	0.438130770824928	2.05287961839022	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_P53_PATHWAY	0.31578947368421	0.464396284829721	-0.206246138397996	-1.05257346699071	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_PANCREAS_BETA_CELLS	0.157986111111111	0.282118055555556	0.445089587407869	1.28901386622247	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_PEROXISOME	0.526946107784431	0.63792770152716	0.227052950551109	0.96055845756888	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.0775988286969253	0.175080245112343	0.308070252849612	1.31340769749881	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_PROTEIN_SECRETION	0.342261904761905	0.488945578231293	0.251031696410294	1.06340809068826	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.523052464228935	0.63792770152716	0.257451278119504	0.962615164731833	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_SPERMATOGENESIS	0.375	0.506756756756757	0.261629821948904	1.04827494038834	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_TGF_BETA_SIGNALING	0.50402144772118	0.63792770152716	-0.233354825325123	-0.966472530027808	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.0018015170399194	0.00900758519959701	-0.292114734097413	-1.48358535400208	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.000876548735605516	0.00547842959753447	0.392335686000485	1.69853642338097	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_UV_RESPONSE_DN	0.0358494638592794	0.105439599586116	-0.26344228645057	-1.28725379568379	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_UV_RESPONSE_UP	0.0662162162162162	0.173510699826489	0.291909603666147	1.31419625683093	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.788685524126456	0.857266874050496	0.225252579372961	0.789863938885007	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_XENOBIOTIC_METABOLISM	0.00510452241273419	0.0191334439076812	0.312743981484793	1.46759279621782	Hallmark	GXL_C2_Liver_female	GXL	C2	Liver	female
HALLMARK_ADIPOGENESIS	0.00117520073222794	0.005341821510127	0.321112575800698	1.5637068632861	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_ALLOGRAFT_REJECTION	0.6656	0.792380952380952	0.19088798691452	0.911344905580011	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_ANDROGEN_RESPONSE	0.927184466019418	0.96581715210356	-0.167261762813262	-0.770464843505285	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_ANGIOGENESIS	0.0377633189172515	0.089912664088694	-0.453615723573532	-1.59909999495151	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_APICAL_JUNCTION	0.0260443006631569	0.0651107516578922	-0.277055121320935	-1.36921182222814	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_APICAL_SURFACE	0.193023255813953	0.288053365676167	-0.32126155896586	-1.20240002919956	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_APOPTOSIS	0.170157068062827	0.274446883972302	-0.237173460811533	-1.16515853399896	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_BILE_ACID_METABOLISM	0.00174098601272714	0.00687694967917204	0.376231903845704	1.67306916605328	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.119250425894378	0.220834122026626	0.300888068488816	1.26211844113328	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_COAGULATION	0.0668380462724936	0.145300100592377	-0.274440974126026	-1.30525499231773	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_COMPLEMENT	0.443548387096774	0.616039426523297	-0.200301631679067	-1.00527447631293	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_DNA_REPAIR	1.2345005700843e-05	0.000102875047507025	0.406133431355535	1.89732478842355	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_E2F_TARGETS	0.487113402061856	0.658261354137643	-0.194348318461415	-0.982041662763307	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	9.13770620693205e-06	9.13770620693205e-05	-0.367657095818188	-1.82790394162822	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.0172762733510751	0.0505706111240545	-0.271334526853201	-1.35073690595943	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_ESTROGEN_RESPONSE_LATE	0.955380577427822	0.974878140232471	-0.155951680205741	-0.767591340829083	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_FATTY_ACID_METABOLISM	2.16200425884995e-08	5.40501064712487e-07	0.455931978053964	2.12474152107057	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_G2M_CHECKPOINT	0.992063492063492	0.992063492063492	0.148263920223595	0.712470032462404	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_GLYCOLYSIS	0.0399361022364217	0.0907638687191403	0.272304933613534	1.30465701745544	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_HEDGEHOG_SIGNALING	0.0820823463741745	0.164164692748349	-0.408398840860028	-1.46319120121125	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_HEME_METABOLISM	0.663157894736842	0.792380952380952	-0.184770531497804	-0.924516380593124	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_HYPOXIA	2.03212694378488e-05	0.000145151924556063	-0.357322999855725	-1.79031057123824	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_IL2_STAT5_SIGNALING	0.166666666666667	0.274446883972302	-0.230619542133797	-1.15743410327051	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.321608040201005	0.459440057430007	-0.241221977098067	-1.06458622220645	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_INFLAMMATORY_RESPONSE	0.195876288659794	0.288053365676167	-0.231226784342309	-1.13939097050527	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.000108687866284213	0.00067929916427633	0.425707729667833	1.86077481464755	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.0243741836015846	0.0641425884252227	0.282415635921091	1.37350832832497	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_KRAS_SIGNALING_DN	0.0182054200046596	0.0505706111240545	-0.323315506613372	-1.48475707250169	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_KRAS_SIGNALING_UP	0.000903806347312306	0.00451903173656153	-0.322658843123774	-1.614337012358	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_MITOTIC_SPINDLE	7.42650298641913e-07	9.28312873302391e-06	-0.371209245558298	-1.87923757538823	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_MTORC1_SIGNALING	0.00529491208750624	0.0176497069583541	0.298134694415478	1.45766639609895	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_MYC_TARGETS_V1	2.33138070616436e-07	3.88563451027394e-06	0.396870878526621	1.94165938412376	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_MYC_TARGETS_V2	0.921901528013582	0.96581715210356	0.180698909825423	0.723590949911726	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_MYOGENESIS	0.705263157894737	0.801435406698565	-0.181652509388662	-0.903587272868757	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_NOTCH_SIGNALING	0.661375661375661	0.792380952380952	0.249832051966604	0.876398694054646	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.56439574788578e-16	7.82197873942891e-15	0.524752323116356	2.5389502655426	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_P53_PATHWAY	0.820779220779221	0.892151326933936	-0.172338917679209	-0.871363860394052	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_PANCREAS_BETA_CELLS	0.526408450704225	0.692642698295033	0.317893766020451	0.95423786370632	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_PEROXISOME	0.000400202363399509	0.00222334646333061	0.409010610283196	1.76433586101366	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.114671163575042	0.220521468413543	0.283791331712417	1.24067857862187	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_PROTEIN_SECRETION	0.551782682512733	0.707413695529145	0.220787680603025	0.955122291888775	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.00290863068470607	0.0103879667310931	0.456342986913467	1.7497357106162	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_SPERMATOGENESIS	0.695652173913043	0.801435406698565	-0.202060514210676	-0.879778561863268	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_TGF_BETA_SIGNALING	0.0170214991036816	0.0505706111240545	-0.379350559722298	-1.57092923742242	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.161725067385445	0.274446883972302	-0.230871318881807	-1.15803730419586	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.811036789297659	0.892151326933936	0.1879311083761	0.838544536851927	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_UV_RESPONSE_DN	0.00178800691658473	0.00687694967917204	-0.314410021153082	-1.51342838539552	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_UV_RESPONSE_UP	0.135179153094463	0.24139134481154	0.261222692058629	1.20968833761642	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.0719257540603248	0.14984532095901	-0.366752605644898	-1.38315673158238	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_XENOBIOTIC_METABOLISM	0.186195826645265	0.288053365676167	0.234801192195653	1.14193887292937	Hallmark	GXL_C3_Liver_female	GXL	C3	Liver	female
HALLMARK_ADIPOGENESIS	0.0568628862399553	0.142157215599888	-0.232839877062653	-1.23261198377048	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_ALLOGRAFT_REJECTION	0.00026859344215374	0.0022382786846145	0.367615650755379	1.67794984975107	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_ANDROGEN_RESPONSE	0.153392330383481	0.264469535143932	0.285680853175208	1.21271401527059	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_ANGIOGENESIS	0.389784946236559	0.54136798088411	-0.284739371103097	-1.05641583908095	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_APICAL_JUNCTION	0.000341019147855248	0.00243585105610891	0.355755892202505	1.64149091522536	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_APICAL_SURFACE	0.0264218239667105	0.0880727465557016	0.441105794420972	1.57694422012506	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_APOPTOSIS	0.197202797202797	0.328671328671329	0.252749591737775	1.14763113679961	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_BILE_ACID_METABOLISM	0.641141141141141	0.728569478569479	0.215439443671335	0.908626879259869	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.0161274363103722	0.0671976512932176	0.362796521081848	1.47653933727207	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_COAGULATION	0.372230428360414	0.531757754800591	0.238753937871764	1.03939503448406	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_COMPLEMENT	0.0435967302452316	0.114728237487452	0.281940401910209	1.30237023658881	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_DNA_REPAIR	0.343642611683849	0.505356781888013	-0.20485709889942	-1.0443878352436	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_E2F_TARGETS	0.00135894069929435	0.00754967055163528	0.334549302638333	1.55653727340964	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.11802299351167e-05	0.000306198692372028	-0.333715960883584	-1.75851237743057	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.0708446866485014	0.161010651473867	0.274561431353895	1.26828448100324	Hallmark	GXL_C1_Muscle_female	GXL	C1	Muscle	female
