ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	Tissue	Gender	group	direction
R-MMU-1222556	ROS and RNS production in phagocytes	10/775	28/6720	0.357142857142857	3.09677419354839	4.0140239060298	0.000735629905770024	0.0116909728677758	0.0103114659382051	Atp6v0d2/Atp6v1b2/Cyba/Cybb/Mpo/Ncf1/Ncf2/Ncf4/Rac2/Slc11a1	10	Liver	Male	WT	Up
R-MMU-422475	Axon guidance	39/775	202/6720	0.193069306930693	1.67409773235388	3.51211408816816	0.000738523911790368	0.0116909728677758	0.0103114659382051	Actg1/Actr3/Aph1b/Arhgef7/Arpc1b/Col4a3/Col4a4/Col5a2/Cxcr4/Dock1/Dok1/Dok2/Efnb2/Evl/Fgfr1/Fyn/Gfra1/Gfra2/Irs2/Itga9/Itgb3/Lyn/Mapk7/Mmp2/Mmp9/Msn/Ncstn/Pik3cd/Plxna1/Ptprc/Rhoc/Sema4d/Sema6d/Sh3kbp1/St8sia4/Trem2/Tyrobp/Vasp/Vav3	39	Liver	Male	WT	Up
R-MMU-1296071	Potassium Channels	12/775	38/6720	0.31578947368421	2.73820033955857	3.87940959318224	0.000796408010836052	0.0121488422016627	0.0107153077821578	Abcc9/Gng2/Gngt2/Kcna2/Kcnab2/Kcnb1/Kcnj10/Kcnj2/Kcnj8/Kcnk13/Kcnk6/Kcnq1	12	Liver	Male	WT	Up
R-MMU-1442490	Collagen degradation	12/775	38/6720	0.31578947368421	2.73820033955857	3.87940959318224	0.000796408010836052	0.0121488422016627	0.0107153077821578	Col4a3/Col4a4/Col5a2/Ctsb/Ctsd/Ctsk/Mmp12/Mmp13/Mmp14/Mmp2/Mmp8/Mmp9	12	Liver	Male	WT	Up
R-MMU-9675108	Nervous system development	39/775	203/6720	0.192118226600985	1.66585094549499	3.4779907413812	0.00081589461990059	0.0122238497517249	0.0107814646201149	Actg1/Actr3/Aph1b/Arhgef7/Arpc1b/Col4a3/Col4a4/Col5a2/Cxcr4/Dock1/Dok1/Dok2/Efnb2/Evl/Fgfr1/Fyn/Gfra1/Gfra2/Irs2/Itga9/Itgb3/Lyn/Mapk7/Mmp2/Mmp9/Msn/Ncstn/Pik3cd/Plxna1/Ptprc/Rhoc/Sema4d/Sema6d/Sh3kbp1/St8sia4/Trem2/Tyrobp/Vasp/Vav3	39	Liver	Male	WT	Up
R-MMU-216083	Integrin cell surface interactions	16/775	60/6720	0.266666666666667	2.31225806451613	3.68625184852952	0.000934372192183738	0.0137533029691606	0.0121304460037889	Cd44/Col4a3/Col4a4/Col5a2/Fbn1/Itga9/Itgal/Itgax/Itgb2/Itgb3/Itgb7/Jam2/Lum/Pecam1/Tnc/Vwf	16	Liver	Male	WT	Up
R-MMU-451927	Interleukin-2 family signaling	10/775	29/6720	0.344827586206897	2.98998887652948	3.8773175878643	0.00100848165431047	0.0145882087580429	0.0128668348998233	Csf2rb/Csf2rb2/Il21r/Il2rb/Il2rg/Inpp5d/Lck/Pik3cd/Ptpn6/Syk	10	Liver	Male	WT	Up
R-MMU-2160916	Hyaluronan uptake and degradation	6/775	12/6720	0.5	4.33548387096774	4.17522787472559	0.00115373799693519	0.0164065454140445	0.0144706121649498	Cd44/Gusb/Hexa/Hexb/Hmmr/Lyve1	6	Liver	Male	WT	Up
R-MMU-68962	Activation of the pre-replicative complex	10/775	30/6720	0.333333333333333	2.89032258064516	3.74637056860279	0.00135888267354279	0.01900170938504	0.0167595529736944	Cdc6/Cdt1/Mcm2/Mcm3/Mcm4/Mcm5/Mcm6/Pola1/Pole/Rpa2	10	Liver	Male	WT	Up
R-MMU-168898	Toll-like Receptor Cascades	28/775	137/6720	0.204379562043796	1.77216858959265	3.29676301741206	0.00166083038421907	0.0228432244649147	0.02014777843151	App/Cd14/Cd180/Ctsb/Ctsk/Ctss/Dusp4/Irf7/Itgb2/Lgmn/Ly86/Map2k6/Map3k8/Mapk7/Mapkapk3/Nfkb1/Plcg2/Ppp2cb/Ripk3/S100a8/S100a9/Ticam2/Tlr1/Tlr4/Tlr6/Tlr7/Tlr8/Tlr9	28	Liver	Male	WT	Up
R-MMU-1592389	Activation of Matrix Metalloproteinases	7/775	17/6720	0.411764705882353	3.57039848197343	3.83104761175072	0.00180983526154262	0.0244911578134558	0.0216012595732506	Ctsk/Elane/Mmp13/Mmp14/Mmp2/Mmp8/Mmp9	7	Liver	Male	WT	Up
R-MMU-2142845	Hyaluronan metabolism	6/775	13/6720	0.461538461538462	4.00198511166253	3.91149968253618	0.00193515273699522	0.0257713197831585	0.022730365482166	Cd44/Gusb/Hexa/Hexb/Hmmr/Lyve1	6	Liver	Male	WT	Up
R-MMU-195258	RHO GTPase Effectors	38/775	207/6720	0.183574879227053	1.59177185600748	3.1223111699463	0.0022482553299061	0.0294732222154878	0.0259954522520393	Actg1/Actr3/Arpc1b/Aurkb/Btk/Bub1b/Cdc20/Cenpe/Cenpf/Cenpi/Cyba/Cybb/Ercc6l/Evl/Fmnl1/Fmnl2/Fmnl3/Incenp/Iqgap1/Iqgap3/Kif2c/Ncf1/Ncf2/Ncf4/Nckap1l/Nuf2/Pkn1/Ppp2cb/Prc1/Prkcb/Prkcd/Rac2/Rhoc/Rhoq/S100a8/S100a9/Wasf2/Wipf1	38	Liver	Male	WT	Up
R-MMU-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	12/775	43/6720	0.27906976744186	2.41980495123781	3.37209241513452	0.00262221760825521	0.0334399713321868	0.0294941344288656	Aim2/Casp1/Casp2/Casp4/Map2k6/Mefv/Nlrp3/P2rx7/Panx1/Pstpip1/Pycard/Tnfaip3	12	Liver	Male	WT	Up
R-MMU-912526	Interleukin receptor SHC signaling	7/775	18/6720	0.388888888888889	3.37204301075269	3.63817715651947	0.00267041487396485	0.0334399713321868	0.0294941344288656	Csf2rb/Csf2rb2/Il2rb/Il2rg/Inpp5d/Pik3cd/Ptpn6	7	Liver	Male	WT	Up
R-MMU-9839373	Signaling by TGFBR3	7/775	18/6720	0.388888888888889	3.37204301075269	3.63817715651947	0.00267041487396485	0.0334399713321868	0.0294941344288656	Aph1b/Arrb1/Mmp14/Ncstn/Tgfb1/Tgfbr2/Tgfbr3	7	Liver	Male	WT	Up
R-MMU-1433559	Regulation of KIT signaling	6/775	14/6720	0.428571428571429	3.71612903225806	3.67290658869686	0.0030593612028554	0.0369845682566704	0.0326204773658356	Cbl/Fyn/Lck/Lyn/Ptpn6/Sh2b3	6	Liver	Male	WT	Up
R-MMU-389948	PD-1 signaling	5/775	10/6720	0.5	4.33548387096774	3.81087608272283	0.00308572083190337	0.0369845682566704	0.0326204773658356	Cd274/Cd3e/Cd3g/Lck/Ptpn6	5	Liver	Male	WT	Up
R-MMU-417957	P2Y receptors	5/775	10/6720	0.5	4.33548387096774	3.81087608272283	0.00308572083190337	0.0369845682566704	0.0326204773658356	P2ry10/P2ry12/P2ry13/P2ry14/P2ry6	5	Liver	Male	WT	Up
R-MMU-2029485	Role of phospholipids in phagocytosis	7/775	19/6720	0.368421052631579	3.19456706281834	3.45846265632036	0.00381336013361426	0.0444362382236439	0.0391928680399243	Cd3g/Fcgr1/Fcgr4/Plcg2/Pld4/Prkcd/Syk	7	Liver	Male	WT	Up
R-MMU-210991	Basigin interactions	7/775	19/6720	0.368421052631579	3.19456706281834	3.45846265632036	0.00381336013361426	0.0444362382236439	0.0391928680399243	Atp1b3/Slc16a3/Slc7a5/Slc7a6/Slc7a7/Slc7a8/Spn	7	Liver	Male	WT	Up
R-MMU-1500931	Cell-Cell communication	16/775	69/6720	0.231884057971014	2.01065918653576	3.04658319167985	0.0044319128430584	0.0509366421277534	0.0449262397789482	Actg1/Adam19/Arhgef6/Cdh5/Fblim1/Fyb1/Fyn/Gm5150/Ilf3/Iqgap1/Nectin4/Parvb/Sirpa/Tyrobp/Vasp/Zeb2	16	Liver	Male	WT	Up
R-MMU-9013423	RAC3 GTPase cycle	17/775	76/6720	0.223684210526316	1.93955857385399	2.97401453401561	0.00504618376037032	0.0551238664615433	0.0486193816228153	Abr/Arhgap15/Arhgdib/Cyba/Cybb/Dock10/Lbr/Ncf1/Ncf2/Ncf4/Nckap1l/Prex1/Racgap1/Swap70/Vamp3/Vrk2/Wasf2	17	Liver	Male	WT	Up
R-MMU-5576891	Cardiac conduction	13/775	52/6720	0.25	2.16774193548387	3.05195408255997	0.00504822695166571	0.0551238664615433	0.0486193816228153	Abcc9/Atp1a1/Atp1a3/Atp1b3/Atp2a3/Dmpk/Itpr3/Kcnj2/Kcnk13/Kcnk6/Kcnq1/Slc8a1/Stim1	13	Liver	Male	WT	Up
R-MMU-166786	Creation of C4 and C2 activators	5/775	11/6720	0.454545454545455	3.94134897360704	3.5248548914488	0.00512474563051297	0.0551238664615433	0.0486193816228153	C1qa/C1qb/C1qc/Colec11/Fcna	5	Liver	Male	WT	Up
R-MMU-202427	Phosphorylation of CD3 and TCR zeta chains	5/775	11/6720	0.454545454545455	3.94134897360704	3.5248548914488	0.00512474563051297	0.0551238664615433	0.0486193816228153	Cd3e/Cd3g/Lck/Ptpn22/Ptprc	5	Liver	Male	WT	Up
R-MMU-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	5/775	11/6720	0.454545454545455	3.94134897360704	3.5248548914488	0.00512474563051297	0.0551238664615433	0.0486193816228153	Irs2/Lyn/Pik3cd/Pik3cg/Pik3r5	5	Liver	Male	WT	Up
R-MMU-392451	G beta:gamma signalling through PI3Kgamma	7/775	20/6720	0.35	3.03483870967742	3.29029494031541	0.00529236774768445	0.0555037067538406	0.0489544016660811	Akt1/Akt3/Gng2/Gngt2/Pik3cg/Pik3r5/Pik3r6	7	Liver	Male	WT	Up
R-MMU-5686938	Regulation of TLR by endogenous ligand	7/775	20/6720	0.35	3.03483870967742	3.29029494031541	0.00529236774768445	0.0555037067538406	0.0489544016660811	Cd14/S100a8/S100a9/Tlr1/Tlr4/Tlr6/Tlr7	7	Liver	Male	WT	Up
R-MMU-9013148	CDC42 GTPase cycle	17/775	77/6720	0.220779220779221	1.91436950146628	2.91348113633639	0.0058008658020722	0.0600855112091182	0.0529955641176966	Abr/Arhgap10/Arhgap27/Arhgap30/Arhgap31/Arhgap9/Arhgdib/Arhgef6/Dock10/Dock11/Ect2/Fgd2/Lbr/Prex1/Racgap1/Tagap/Vav3	17	Liver	Male	WT	Up
R-MMU-1630316	Glycosaminoglycan metabolism	19/775	90/6720	0.211111111111111	1.8305376344086	2.86385515817481	0.00611294982399277	0.062545913443048	0.0551656447531055	B3gnt3/B4galt6/Bgn/Cd44/Chpf/Chst11/Dcn/Galns/Gusb/Hexa/Hexb/Hgsnat/Hmmr/Hpse/Lum/Lyve1/Sdc3/St3gal6/Ust	19	Liver	Male	WT	Up
R-MMU-1266738	Developmental Biology	48/775	292/6720	0.164383561643836	1.42536456031816	2.68313199094101	0.0064848743179428	0.0650087300241028	0.0573378548484339	Actg1/Actr3/Adam23/Akt1/Akt3/Aph1b/Arhgef7/Arpc1b/Col4a3/Col4a4/Col5a2/Cxcr4/Dock1/Dok1/Dok2/Efnb2/Evl/Evpl/Fgfr1/Fyn/Gfra1/Gfra2/Irs2/Itga9/Itgb3/Krt80/Lyn/Mapk7/Mef2c/Mmp2/Mmp9/Msn/Myo5a/Ncstn/Pik3cd/Plxna1/Ptprc/Rab27a/Rhoc/Sema4d/Sema6d/Sh3kbp1/St8sia4/Tcf7/Trem2/Tyrobp/Vasp/Vav3	48	Liver	Male	WT	Up
R-MMU-166658	Complement cascade	11/775	42/6720	0.261904761904762	2.27096774193548	2.98306837636486	0.00661267718021813	0.0650087300241028	0.0573378548484339	C1qa/C1qb/C1qc/C3ar1/C5ar1/C7/Cfp/Clu/Colec11/Elane/Fcna	11	Liver	Male	WT	Up
R-MMU-166663	Initial triggering of complement	6/775	16/6720	0.375	3.25161290322581	3.25547196441116	0.00666358853643962	0.0650087300241028	0.0573378548484339	C1qa/C1qb/C1qc/Cfp/Colec11/Fcna	6	Liver	Male	WT	Up
R-MMU-9006335	Signaling by Erythropoietin	6/775	16/6720	0.375	3.25161290322581	3.25547196441116	0.00666358853643962	0.0650087300241028	0.0573378548484339	Irs2/Lyn/Pik3cd/Pik3cg/Pik3r5/Vav1	6	Liver	Male	WT	Up
R-MMU-449147	Signaling by Interleukins	39/775	228/6720	0.171052631578947	1.48319185059423	2.67993963157797	0.00698762937486199	0.0660416944185022	0.0582489319066646	App/Casp1/Cbl/Clcf1/Csf1r/Csf2rb/Csf2rb2/Dusp4/Ebi3/Fyn/Hck/Il10ra/Il18bp/Il18rap/Il1a/Il1b/Il1r2/Il21r/Il22ra1/Il2rb/Il2rg/Il7r/Inpp5d/Irak3/Irs2/Lck/Lyn/Map2k6/Map3k3/Map3k8/Mapk7/Mapkapk3/Nfkb1/Pik3cd/Ppp2cb/Ptpn6/Syk/Tollip/Vav1	39	Liver	Male	WT	Up
R-MMU-2871796	FCERI mediated MAPK activation	8/775	26/6720	0.307692307692308	2.66799007444169	3.07655387258732	0.00705808477688329	0.0660416944185022	0.0582489319066646	Fcer1g/Grap2/Lcp2/Lyn/Plcg2/Syk/Vav1/Vav3	8	Liver	Male	WT	Up
R-MMU-112316	Neuronal System	29/775	158/6720	0.183544303797468	1.59150673744385	2.71642280937741	0.00712360957300527	0.0660416944185022	0.0582489319066646	Abcc9/Adcy1/Adcy7/Apba1/Camkk1/Epb41l2/Epb41l3/Gabra3/Gls/Gng2/Gngt2/Kcna2/Kcnab2/Kcnb1/Kcnj10/Kcnj2/Kcnj8/Kcnk13/Kcnk6/Kcnq1/Naaa/Panx1/Plcb2/Ppfia4/Prkar1b/Prkcb/Slc1a3/Slc38a1/Syn1	29	Liver	Male	WT	Up
R-MMU-5620971	Pyroptosis	7/775	21/6720	0.333333333333333	2.89032258064516	3.13233225752389	0.00716304432906281	0.0660416944185022	0.0582489319066646	Casp1/Casp4/Chmp4c/Elane/Gzmb/Il1a/Il1b	7	Liver	Male	WT	Up
R-MMU-912631	Regulation of signaling by CBL	7/775	21/6720	0.333333333333333	2.89032258064516	3.13233225752389	0.00716304432906281	0.0660416944185022	0.0582489319066646	Cbl/Fyn/Hck/Lyn/Pik3cd/Syk/Vav1	7	Liver	Male	WT	Up
R-MMU-1433557	Signaling by SCF-KIT	10/775	37/6720	0.27027027027027	2.3435047951177	2.95856826579946	0.00746607209949413	0.0680873314290823	0.0600531886263658	Cbl/Fyn/Grap/Grap2/Lck/Lyn/Mmp9/Ptpn6/Sh2b3/Vav1	10	Liver	Male	WT	Up
R-MMU-418038	Nucleotide-like (purinergic) receptors	5/775	12/6720	0.416666666666667	3.61290322580645	3.27072976646783	0.0079611796544971	0.0718218250550868	0.0633470209067512	P2ry10/P2ry12/P2ry13/P2ry14/P2ry6	5	Liver	Male	WT	Up
R-MMU-3928665	EPH-ephrin mediated repulsion of cells	8/775	27/6720	0.296296296296296	2.56917562724014	2.94964850172088	0.00903911027703483	0.0806788672599172	0.0711589532447423	Aph1b/Efnb2/Fyn/Lyn/Mmp2/Mmp9/Ncstn/Vav3	8	Liver	Male	WT	Up
R-MMU-111996	Ca-dependent events	7/775	22/6720	0.318181818181818	2.75894428152493	2.98344539537219	0.00948174501958632	0.0836139773266648	0.0737477273203003	Adcy1/Adcy7/Camkk1/Grk2/Pla2g4a/Prkar1b/Prkcd	7	Liver	Male	WT	Up
R-MMU-2142753	Arachidonic acid metabolism	11/775	44/6720	0.25	2.16774193548387	2.80570685512133	0.00956727273344436	0.0836139773266648	0.0737477273203003	Abcc1/Alox5/Alox5ap/Cyp1b1/Cyp4f18/Dpep2/Hpgds/Pla2g4a/Ptgis/Ptgs1/Tbxas1	11	Liver	Male	WT	Up
R-MMU-204998	Cell death signalling via NRAGE, NRIF and NADE	14/775	63/6720	0.222222222222222	1.92688172043011	2.66859431097765	0.0110632576721191	0.0947150325194686	0.0835388844629401	Abr/Aph1b/Arhgef2/Arhgef6/Arhgef7/Bcl2l11/Casp2/Ect2/Fgd2/Ncstn/Plekhg5/Prex1/Vav1/Vav3	14	Liver	Male	WT	Up
R-MMU-416482	G alpha (12/13) signalling events	14/775	63/6720	0.222222222222222	1.92688172043011	2.66859431097765	0.0110632576721191	0.0947150325194686	0.0835388844629401	Abr/Arhgef2/Arhgef6/Arhgef7/Btk/Ect2/Fgd2/Gng2/Gngt2/Plekhg5/Prex1/Rhoc/Vav1/Vav3	14	Liver	Male	WT	Up
R-MMU-193648	NRAGE signals death through JNK	11/775	45/6720	0.244444444444444	2.11956989247312	2.72056480268598	0.0113812778069486	0.0947573026210257	0.0835761667932765	Abr/Arhgef2/Arhgef6/Arhgef7/Bcl2l11/Ect2/Fgd2/Plekhg5/Prex1/Vav1/Vav3	11	Liver	Male	WT	Up
R-MMU-3000178	ECM proteoglycans	8/775	28/6720	0.285714285714286	2.47741935483871	2.82834299840254	0.0114070173596229	0.0947573026210257	0.0835761667932765	App/Bgn/Col5a2/Dcn/Itga9/Itgax/Itgb3/Tnc	8	Liver	Male	WT	Up
R-MMU-9607240	FLT3 Signaling	8/775	28/6720	0.285714285714286	2.47741935483871	2.82834299840254	0.0114070173596229	0.0947573026210257	0.0835761667932765	Akt1/Akt3/Cbl/Grap2/Lck/Sh2b3/Sla/Syk	8	Liver	Male	WT	Up
R-MMU-1236977	Endosomal/Vacuolar pathway	5/775	13/6720	0.384615384615385	3.33498759305211	3.04242122769594	0.0117274464779358	0.0955274523785254	0.0842554407152667	H2-M2/H2-M3/H2-Q1/H2-Q4/H2-Q6	5	Liver	Male	WT	Up
R-MMU-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	5/775	13/6720	0.384615384615385	3.33498759305211	3.04242122769594	0.0117274464779358	0.0955274523785254	0.0842554407152667	Cd40/Ltb/Map3k14/Tnfrsf11a/Tnfrsf12a	5	Liver	Male	WT	Up
R-MMU-1428517	Aerobic respiration and respiratory electron transport	25/207	206/6720	0.121359223300971	3.93977768397355	7.63960978102245	2.98295360670276e-09	1.55113587548543e-06	1.45693734053693e-06	Acat1/Atp5me/Atp5mg/Atp5mj/Atp5pf/Cox16/Cox17/Cox18/Cox20/Cox6c/Cox7a2/Cox7b/Cycs/Etfa/Fahd1/Glo1/Ndufa5/Ndufab1/Ndufaf1/Ndufaf2/Ndufaf7/Ndufb5/Sdhaf3/Sirt4/Uqcrfs1	25	Liver	Male	WT	Down
R-MMU-611105	Respiratory electron transport	16/207	115/6720	0.139130434782609	4.5166981726528	6.78101272173272	3.7323395838236e-07	9.70408291794136e-05	9.11476614154816e-05	Cox16/Cox17/Cox18/Cox20/Cox6c/Cox7a2/Cox7b/Cycs/Etfa/Ndufa5/Ndufab1/Ndufaf1/Ndufaf2/Ndufaf7/Ndufb5/Uqcrfs1	16	Liver	Male	WT	Down
R-MMU-9842860	Regulation of endogenous retroelements	9/207	38/6720	0.236842105263158	7.68878718535469	7.37111005009406	1.574546290661e-06	0.00020469101778593	0.000192260389175448	H2bc4/H2bc6/H3c14/H3c15/H4c8/Zfp708/Zfp872/Zfp932/Zfp976	9	Liver	Male	WT	Down
R-MMU-9843940	Regulation of endogenous retroelements by KRAB-ZFP proteins	9/207	38/6720	0.236842105263158	7.68878718535469	7.37111005009406	1.574546290661e-06	0.00020469101778593	0.000192260389175448	H2bc4/H2bc6/H3c14/H3c15/H4c8/Zfp708/Zfp872/Zfp932/Zfp976	9	Liver	Male	WT	Down
R-MMU-211859	Biological oxidations	18/207	173/6720	0.104046242774566	3.37773309876853	5.64822434829356	5.30487201587076e-06	0.000551706689650559	0.00051820223481348	Aadac/Acsm2/Aoc2/Ces3a/Ces3b/Chac2/Cmbl/Cyp21a1/Cyp2j6/Cyp2u1/Cyp7b1/Fdx1/Fdxr/Gclm/Glyat/Gstp1/Mgst1/Ugt2b38	18	Liver	Male	WT	Down
R-MMU-8978868	Fatty acid metabolism	16/207	142/6720	0.112676056338028	3.65788936517657	5.70664808174056	6.48169861297693e-06	0.000561747213124667	0.000527633009898473	Cpt2/Crot/Cyp2j6/Cyp2u1/Decr1/Eci1/Elovl2/Elovl3/Ephx2/Hacd1/Mmaa/Ndufab1/Phyh/Scp2/Slc25a17/Them4	16	Liver	Male	WT	Down
R-MMU-1592230	Mitochondrial biogenesis	7/207	28/6720	0.25	8.11594202898551	6.72636461109435	1.62273620092619e-05	0.00120546117783088	0.0011322550334282	Atp5me/Atp5mg/Atp5mj/Atp5pf/Cycs/Sirt4/Sirt5	7	Liver	Male	WT	Down
R-MMU-211945	Phase I - Functionalization of compounds	11/207	86/6720	0.127906976744186	4.15234243343445	5.24495581886712	5.85697534789507e-05	0.0036398716246456	0.00341882678914081	Aadac/Aoc2/Ces3a/Ces3b/Cmbl/Cyp21a1/Cyp2j6/Cyp2u1/Cyp7b1/Fdx1/Fdxr	11	Liver	Male	WT	Down
R-MMU-9864848	Complex IV assembly	7/207	34/6720	0.205882352941176	6.68371696504689	5.92291731139477	6.29977781188662e-05	0.0036398716246456	0.00341882678914081	Cox16/Cox17/Cox18/Cox20/Cox6c/Cox7a2/Cox7b	7	Liver	Male	WT	Down
R-MMU-9033241	Peroxisomal protein import	9/207	61/6720	0.147540983606557	4.78973627940128	5.30049407680993	9.05817558827478e-05	0.00471025130590289	0.00442420365574684	Crot/Dhrs4/Ech1/Ephx2/Hao1/Lonp2/Nudt7/Phyh/Scp2	9	Liver	Male	WT	Down
R-MMU-9609507	Protein localization	11/207	99/6720	0.111111111111111	3.60708534621578	4.65862771574052	0.000212610490052421	0.010050677711569	0.0094403126683563	Crot/Dhrs4/Ech1/Ephx2/Hao1/Lonp2/Nudt7/Phyh/Scp2/Serp1/Slc25a17	11	Liver	Male	WT	Down
R-MMU-3214847	HATs acetylate histones	6/207	35/6720	0.171428571428571	5.56521739130435	4.82716043933668	0.000610740300140681	0.0264654130060962	0.0248582016899365	H2bc4/H2bc6/H3c14/H3c15/H4c8/Ing4	6	Liver	Male	WT	Down
R-MMU-2299718	Condensation of Prophase Chromosomes	5/207	24/6720	0.208333333333333	6.76328502415459	5.04214058792345	0.000696088137935985	0.0278435255174394	0.0261526231580807	H2bc4/H2bc6/H3c14/H3c15/H4c8	5	Liver	Male	WT	Down
R-MMU-212300	PRC2 methylates histones and DNA	5/207	26/6720	0.192307692307692	6.24303232998885	4.77499927371407	0.00102461048621784	0.0380569609166626	0.0357458094439908	H2bc4/H2bc6/H3c14/H3c15/H4c8	5	Liver	Male	WT	Down
R-MMU-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	5/207	28/6720	0.178571428571429	5.79710144927536	4.53447390279477	0.00145610148525409	0.0504781848221419	0.0474127080110806	H2bc4/H2bc6/H3c14/H3c15/H4c8	5	Liver	Male	WT	Down
R-MMU-163210	Formation of ATP by chemiosmotic coupling	4/207	18/6720	0.222222222222222	7.21417069243156	4.70613274833429	0.00190518638573428	0.0582762894459896	0.054737243528217	Atp5me/Atp5mg/Atp5mj/Atp5pf	4	Liver	Male	WT	Down
R-MMU-8949613	Cristae formation	4/207	18/6720	0.222222222222222	7.21417069243156	4.70613274833429	0.00190518638573428	0.0582762894459896	0.054737243528217	Atp5me/Atp5mg/Atp5mj/Atp5pf	4	Liver	Male	WT	Down
R-MMU-9837999	Mitochondrial protein degradation	8/207	75/6720	0.106666666666667	3.46280193236715	3.82348665672918	0.00203004655323757	0.058645789315752	0.0550843041346334	Acat1/Atp5mg/Atp5pf/Ech1/Eci1/Hmgcs2/Mrpl32/Ssbp1	8	Liver	Male	WT	Down
R-MMU-211976	Endogenous sterols	4/207	19/6720	0.210526315789474	6.83447749809306	4.54000064886186	0.00235565694380463	0.0644706110936003	0.0605553917964181	Cyp21a1/Cyp7b1/Fdx1/Fdxr	4	Liver	Male	WT	Down
R-MMU-2151201	Transcriptional activation of mitochondrial biogenesis	3/207	10/6720	0.3	9.73913043478261	4.9300794200263	0.00294523297149396	0.0729295783417552	0.0685006565801102	Cycs/Sirt4/Sirt5	3	Liver	Male	WT	Down
R-MMU-9857492	Protein lipoylation	3/207	10/6720	0.3	9.73913043478261	4.9300794200263	0.00294523297149396	0.0729295783417552	0.0685006565801102	Fdx1/Lipt1/Ndufab1	3	Liver	Male	WT	Down
R-MMU-77289	Mitochondrial Fatty Acid Beta-Oxidation	5/207	33/6720	0.151515151515152	4.9187527448397	4.02287117109815	0.00310372118745236	0.0733606826125102	0.0689055804295643	Decr1/Eci1/Mmaa/Ndufab1/Them4	5	Liver	Male	WT	Down
R-MMU-9018519	Estrogen-dependent gene expression	6/207	49/6720	0.122448979591837	3.97515527950311	3.72613993914229	0.00367928063317012	0.083183736054281	0.078132092164345	Foxa1/H2bc4/H2bc6/H3c14/H3c15/H4c8	6	Liver	Male	WT	Down
R-MMU-211897	Cytochrome P450 - arranged by substrate type	6/207	51/6720	0.117647058823529	3.81926683716965	3.6027810214595	0.0045034318322711	0.0975743563658737	0.091648788165517	Cyp21a1/Cyp2j6/Cyp2u1/Cyp7b1/Fdx1/Fdxr	6	Liver	Male	WT	Down
R-MMU-6798695	Neutrophil degranulation	24/122	421/6720	0.0570071258907363	3.14006463922744	6.16677659076482	3.83088971026209e-07	0.00012833480529378	0.000122991722276835	Agl/Asah1/C3ar1/Camp/Cd63/Clec4n/Ctsa/Dnase1l1/Galns/H2-Q4/Hexb/Hgsnat/Iqgap1/Itgax/Itgb2/Kcnab2/Ltf/Mpo/Npc2/Prtn3/Rab31/Rab3d/Sirpa/Slpi	24	Liver	Male	XL	Up
R-MMU-9749641	Aspirin ADME	5/54	33/6720	0.151515151515152	18.8552188552189	9.25386228174048	5.54952488925483e-06	0.00112655355251873	0.000917132008013693	Acsm2/Ces2b/Slc16a1/Ugt2b1/Ugt2b38	5	Liver	Male	XL	Down
R-MMU-71240	Tryptophan catabolism	3/54	10/6720	0.3	37.3333333333333	10.3480979035097	5.65708846091456e-05	0.00420495916864784	0.00342327502970034	Aadat/Kynu/Tdo2	3	Liver	Male	XL	Down
R-MMU-211859	Biological oxidations	8/54	173/6720	0.046242774566474	5.75465639049454	5.70213589998179	6.21422537238598e-05	0.00420495916864784	0.00342327502970034	Acsm2/Ces2b/Ces3b/Cyp2j6/Cyp7b1/Cyp8b1/Ugt2b1/Ugt2b38	8	Liver	Male	XL	Down
R-MMU-211945	Phase I - Functionalization of compounds	5/54	86/6720	0.0581395348837209	7.23514211886305	5.23750432632668	0.000589971641148594	0.0266192086101302	0.0216708102244773	Ces2b/Ces3b/Cyp2j6/Cyp7b1/Cyp8b1	5	Liver	Male	XL	Down
R-MMU-9748784	Drug ADME	5/54	88/6720	0.0568181818181818	7.07070707070707	5.15911133901468	0.000655645532269216	0.0266192086101302	0.0216708102244773	Acsm2/Ces2b/Slc16a1/Ugt2b1/Ugt2b38	5	Liver	Male	XL	Down
R-MMU-2299718	Condensation of Prophase Chromosomes	3/54	24/6720	0.125	15.5555555555556	6.42899710761328	0.00088110117223286	0.0298105896605451	0.0242689270246595	H2bc6/H3c14/H3c15	3	Liver	Male	XL	Down
R-MMU-212300	PRC2 methylates histones and DNA	3/54	26/6720	0.115384615384615	14.3589743589744	6.14233476064335	0.00111906978312482	0.0303636793286928	0.0247191996609011	H2bc6/H3c14/H3c15	3	Liver	Male	XL	Down
R-MMU-71291	Metabolism of amino acids and derivatives	7/54	206/6720	0.0339805825242718	4.22869471413161	4.2359737637068	0.00119659820014553	0.0303636793286928	0.0247191996609011	Aadat/Bhmt/Gldc/Kynu/Mtap/Slc25a15/Tdo2	7	Liver	Male	XL	Down
