pathway	pval	padj	ES	NES	collection	label	dataset	contrast	tissue	sex
REACTOME_FORMATION_OF_THE_NON_CANONICAL_BAF_NCBAF_COMPLEX	0.915584415584416	0.965231226527378	0.217830921592203	0.656172513697438	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_FORMATION_OF_THE_POLYBROMO_BAF_PBAF_COMPLEX	0.452328159645233	0.664581069064322	0.327110982982094	0.997276515060052	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_FORMATION_OF_THE_URETERIC_BUD	0.648148148148148	0.815566488998223	-0.304726008889028	-0.871513129492002	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	0.264220183486239	0.489668927004388	-0.389794164566917	-1.147997186106	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_FORMATION_OF_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	2.18982423984381e-05	0.000400033963814325	0.574941451349877	2.20931060940778	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_FOXO_MEDIATED_TRANSCRIPTION	0.624671916010499	0.800573888091822	0.225006240969223	0.914758953394597	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	0.907127429805616	0.959660145492394	0.236308841186585	0.69547495581531	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES	0.939262472885033	0.973971631205674	0.213288629857963	0.612497154107317	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES	0.497727272727273	0.701342975206612	0.296725254697569	0.97663455919045	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING	0.203904555314534	0.409812102331568	0.42435882331796	1.21862366397904	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	0.694444444444444	0.844045337111426	-0.292680229253979	-0.837062328442277	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING	0.431965442764579	0.649853894041418	0.34256335475645	1.00819009909609	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_G0_AND_EARLY_G1	0.205479452054795	0.410557577054795	0.36061135919621	1.21509802274773	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	0.0660904395580665	0.203646143578018	0.349390324943257	1.40895490524193	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	0.979452054794521	0.99395723470346	0.177074582472404	0.608883230856263	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_G2_M_CHECKPOINTS	0.709580838323353	0.846948324044497	0.195817382063042	0.915674783076921	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	0.685	0.8412424969988	0.213162356041878	0.892594346736425	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.0642361111111111	0.199131944444444	-0.426569790724513	-1.43147743866556	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GABA_RECEPTOR_ACTIVATION	0.0350297270519922	0.136776377000718	-0.43178992205154	-1.48971067918681	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION	0.513957307060755	0.712436754909421	-0.255159644673085	-0.96389306802529	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER	0.834467120181406	0.915283353116258	0.226880873383633	0.758290954142405	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GAP_JUNCTION_ASSEMBLY	0.0335620092414828	0.133077269201694	-0.525052475971104	-1.53481634441514	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	0.006280998148625	0.0432464059086917	-0.519033552019158	-1.72743897958856	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.304535637149028	0.532546934706762	0.378931049982914	1.11522300190128	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GASTRULATION	0.661375661375661	0.828136232053001	0.208352807160933	0.909916347272238	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.00100091822940324	0.0102393934867951	-0.646131332470127	-1.90294524381801	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	0.15625	0.349003820960699	-0.378861336320856	-1.2713780186001	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GENE_SILENCING_BY_RNA	0.0978835978835979	0.256756206756207	0.286596294865165	1.25162054362935	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	0.122615803814714	0.301528767553972	0.282096522061465	1.23758605724858	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	0.275862068965517	0.500064524454768	-0.336184260568217	-1.13302737096377	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	0.125886524822695	0.307288629737609	-0.412563876342239	-1.32124105354506	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	0.00279241409687786	0.0240053749672777	-0.612645570451598	-1.790865633237	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GLUCONEOGENESIS	0.565137614678899	0.753762424793369	-0.315060640927616	-0.927896726313269	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GLUCOSE_METABOLISM	0.148989898989899	0.340215773809524	0.281686954528333	1.21334572724464	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.410018552875696	0.636493140503546	-0.361908596098574	-1.02418718822915	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GLUTATHIONE_CONJUGATION	0.002750965613582	0.0238494730736813	-0.534937540058135	-1.75617511808456	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.567251461988304	0.754614103529304	0.208873230113733	0.949556751019311	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GLYCOGEN_METABOLISM	0.466192170818505	0.67743549822064	-0.316458224974776	-0.999571645913028	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.000414999933864271	0.00489308289727391	-0.41885241139606	-1.76669858531898	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS	0.0617059891107078	0.195434138886236	-0.496089368042145	-1.45015232801904	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GLYCOSPHINGOLIPID_CATABOLISM	0.00677296171724978	0.0458856942830896	-0.509038294269386	-1.67114909611868	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	0.000967822865148787	0.0100008362732041	-0.489400921102333	-1.7966457136409	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.216284987277354	0.4271419729435	0.283727878307261	1.13919374499711	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	0.0919540229885057	0.247866469242159	0.2598722778617	1.21040436448442	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GPCR_LIGAND_BINDING	1.78394080798563e-17	6.083238155231e-15	-0.538011227977705	-2.50513176347048	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GPER1_SIGNALING	0.0476190476190476	0.16457528957529	-0.413606212122461	-1.42697538712654	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.000159753894558015	0.00240335638430661	-0.620709314716438	-2.06583459019871	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	0.0961182994454713	0.253519032513878	-0.49902445140599	-1.38779457195994	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	0.520676691729323	0.71980034545824	-0.327045599851772	-0.966416198150425	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	0.435643564356436	0.65250858907267	-0.257666828467479	-1.01543811449893	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	5.31860376047521e-10	2.47315074862097e-08	-0.482406102436336	-2.20237733590593	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.0117880143447682	0.0685178333789653	-0.324461594456414	-1.44306061662387	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.00832812900670405	0.0525905924312237	-0.373247671192021	-1.53342845376353	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	0.135	0.320429234338747	-0.366161363246311	-1.2792661215466	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42	0.0964749536178108	0.253711767483343	-0.494399248596924	-1.39913055877006	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.0363384068237455	0.139051366307037	-0.529533959228296	-1.59683420573867	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_G_PROTEIN_ACTIVATION	0.0198091640062233	0.095139787691861	-0.573927179949177	-1.64142560236851	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.0873440285204991	0.238274509803922	-0.426857810709259	-1.39076246062698	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_G_PROTEIN_MEDIATED_EVENTS	0.415562913907285	0.641187544294826	-0.273326974017278	-1.01955107812836	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HATS_ACETYLATE_HISTONES	7.45673529115474e-05	0.00119191253169552	0.435940047205873	1.947842936268	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HCMV_EARLY_EVENTS	0.740053050397878	0.866586765211794	0.202422847687385	0.880268720228923	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HCMV_INFECTION	0.602272727272727	0.782878017789073	0.206185409870769	0.934193103945959	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HCMV_LATE_EVENTS	0.0439765153836686	0.155667734385789	0.331746779089503	1.38915381243549	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HDACS_DEACETYLATE_HISTONES	0.321608040201005	0.550175627300381	0.277030772806321	1.07447428355786	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HDMS_DEMETHYLATE_HISTONES	0.000326793941806211	0.00416756591784966	0.600253562112738	2.08490194880306	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	0.477157360406091	0.683674839798933	0.235055171267623	0.978787237982797	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	0.383886255924171	0.608861457070429	0.287065503731448	1.05372396169038	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	0.928388746803069	0.971489719483299	0.188654247897212	0.734135037591959	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HEDGEHOG_OFF_STATE	0.415254237288136	0.641187544294826	0.228800012383765	1.0249257059343	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HEDGEHOG_ON_STATE	0.917491749174917	0.965631748360021	-0.187002545975545	-0.736957542502886	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HEME_SIGNALING	0.00629884113430602	0.0432464059086917	0.42143424099134	1.63998237941234	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HEMOSTASIS	3.72772026461399e-11	2.61570285484442e-09	-0.37511649983162	-1.90712928097261	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	0.0296213460529345	0.1244537423697	-0.402119421662697	-1.45345418889245	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HH_MUTANTS_ABROGATE_LIGAND_SECRETION	0.773399014778325	0.882037003476284	0.213961334051022	0.828866819867344	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HIGH_LAMINAR_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_PECAM1_CDH5_KDR_IN_ENDOTHELIAL_CELLS	0.686885245901639	0.842276144907724	-0.225857205711439	-0.872205134683028	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY	0.447867298578199	0.664581069064322	0.277795703979753	0.994311834419909	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HIV_INFECTION	0.0561228083012815	0.184724029099476	0.242208818656745	1.23234591943468	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HIV_LIFE_CYCLE	0.00557277309525825	0.0398667613737706	0.308082622374273	1.49128794360988	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HIV_TRANSCRIPTION_ELONGATION	0.315533980582524	0.54433602383798	0.279609944614827	1.0726527390163	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HIV_TRANSCRIPTION_INITIATION	0.0238696178962539	0.107571009285761	0.388061126114084	1.5051096895636	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	0.796019900497512	0.891073585431571	0.220731526621972	0.824722136987281	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HOMOLOGY_DIRECTED_REPAIR	0.0704207653265488	0.2156899488894	0.290749448268795	1.32534264556889	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	0.453257790368272	0.664581069064322	0.217165225311114	1.0068678003939	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HSF1_ACTIVATION	0.0170794839116347	0.0873907447028839	0.482196410194986	1.62478493719656	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION	0.000336129455648119	0.00419341991619544	0.556007132983694	2.04092108344646	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND	0.262376237623762	0.487134103609998	0.286675481249664	1.12338505956898	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HS_GAG_BIOSYNTHESIS	0.51067615658363	0.711746196437402	-0.310207922406924	-0.966372580409543	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_HS_GAG_DEGRADATION	0.0189821953339432	0.0932163389237704	-0.545518727481882	-1.61200191921812	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	0.797727272727273	0.891073585431571	0.241835642974642	0.789586012571947	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	2.71379480227395e-19	2.77621208272625e-16	-0.753201242747856	-2.94145040177457	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	0.0444839857651246	0.156921094612836	-0.477887432008763	-1.50946535522098	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS	0.550802139037433	0.745983793320508	-0.295549422193805	-0.939020707847238	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INFLAMMASOMES	0.0411038670576155	0.14904223491398	-0.515284347386226	-1.51758295689494	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INFLUENZA_INFECTION	1.37899604611867e-06	3.5267823879485e-05	-0.44416433352368	-1.98908250217793	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	0.998269896193772	1	-0.141914120597267	-0.477515007617519	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	0.906521739130435	0.959660145492394	0.217207014083688	0.700462305856572	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION	0.074398249452954	0.222542132135591	0.458131306163254	1.42511196356716	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INOSITOL_PHOSPHATE_METABOLISM	0.381773399014778	0.608172699644727	0.266505680534713	1.03241885680482	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE	0.505535055350554	0.707152536650134	-0.322965217166619	-0.973916586552923	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INSULIN_PROCESSING	0.873913043478261	0.935522260917495	0.223695772036913	0.721387644650237	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INSULIN_RECEPTOR_RECYCLING	0.45124716553288	0.664581069064322	0.298853136371359	0.998839728302262	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.040364187251168	0.148534401287571	0.363146620409953	1.40679710069948	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.0384024577572965	0.144432773109244	-0.333663508496378	-1.38430891183881	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	4.4895078629976e-06	9.56826363301364e-05	-0.512715155650356	-2.05477449437586	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTEGRIN_SIGNALING	0.179078014184397	0.381860706860707	-0.390740669356443	-1.26044916369154	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS	0.00746965261569187	0.0496644884755173	0.447287311253587	1.6503253166241	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	0.0264117640086425	0.11546681444804	0.427479021711234	1.56913625093207	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	0.223247232472325	0.436149910670781	-0.400073915669304	-1.20644144200982	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	0.449197860962567	0.664581069064322	-0.313106205618208	-0.994802184516455	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	1.01142385422143e-11	8.24279931213859e-10	-0.676639406536411	-2.58541524399866	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERFERON_GAMMA_SIGNALING	3.83534142939065e-11	2.61570285484442e-09	-0.613398838107746	-2.49079445015465	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERFERON_SIGNALING	4.61141541182849e-06	9.62750605367459e-05	-0.37904990925426	-1.7856215413228	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERLEUKIN_10_SIGNALING	2.09499489410407e-07	5.63994678070649e-06	-0.718555958906986	-2.39148619121592	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	0.220338983050847	0.431813754139879	-0.334134208484812	-1.18080922937002	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERLEUKIN_12_SIGNALING	0.30185497470489	0.530580135950348	-0.330854459465717	-1.13423903542727	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERLEUKIN_17_SIGNALING	0.115	0.288345588235294	0.298210706630073	1.26204196568915	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	0.631736526946108	0.805818537488614	-0.21277485009694	-0.924529659457934	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERLEUKIN_1_SIGNALING	0.582132564841499	0.766437083439965	0.207469814815966	0.933845935902519	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	0.0325144537965469	0.131993199340744	-0.435987236582099	-1.4670171489732	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERLEUKIN_37_SIGNALING	0.255555555555556	0.476199149969642	-0.408954103815854	-1.16960436732837	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	0.0484140233722871	0.165643966253678	-0.399196879363681	-1.42334788306479	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	2.84691331758359e-06	6.47198294197336e-05	-0.505408354342763	-2.07377744150393	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	0.385321100917431	0.609248046736526	-0.359645753534021	-1.05920598762876	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERLEUKIN_7_SIGNALING	0.928825622775801	0.971489719483299	-0.206669085666218	-0.652789347267521	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	0.192377495462795	0.396778584392015	-0.404295253476456	-1.2446251830994	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	0.151624548736462	0.343928854450999	0.209077802693262	1.10134806073519	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTRAFLAGELLAR_TRANSPORT	0.0388829750176445	0.144644667065637	0.364564299487628	1.41228906098248	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	0.0291038373993235	0.124055106914616	0.261751355165288	1.31322661057502	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTRA_GOLGI_TRAFFIC	0.0412360019674632	0.14904223491398	0.381906347137927	1.46508697989808	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.960461285008237	0.984520936436299	-0.178148900510652	-0.670247568037913	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	0.300711743772242	0.529480402545617	-0.361707396171598	-1.1268058761344	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_ION_CHANNEL_TRANSPORT	0.416176470588235	0.641187544294826	-0.231946574620268	-1.02131086353483	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_ION_HOMEOSTASIS	0.769357495881384	0.879438615615207	-0.220406405237891	-0.829232494094695	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	0.147157190635452	0.340215773809524	-0.343685966122623	-1.24731972014072	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_IRAK4_DEFICIENCY_TLR2_4	0.0871143375680581	0.238274509803922	-0.482074514075099	-1.4091845620954	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES	1	1	-0.129393102528439	-0.482655902000012	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_IRON_UPTAKE_AND_TRANSPORT	0.763458401305057	0.875830381411231	-0.220186660383342	-0.833116730416295	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_IRS_MEDIATED_SIGNALLING	0.164179104477612	0.360418935366088	0.32533016492993	1.21553541967271	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
REACTOME_ISG15_ANTIVIRAL_MECHANISM	0.235148514851485	0.448241866579034	0.265147535388709	1.1276085074598	Reactome	GXL_C3_Muscle_male	GXL	C3	Muscle	male
